category,assumptions,t0,t1,0,1
2.0,\textrm{wahr},"W = \left[-4,-2\right]","B\,e\,m\,e\,r\,k\,u\,n\,g\,d\,e\,r\,s\,i\,n\,u\,s\,n\,i\,m\,m\,t\,n\,u\,r\,w\,e\,r\,t\,e\,z\,w\,i\,s\,c\,h\,e\,n-1\,u\,n\,d \cdot 1\,a\,n",,
2.0,\textrm{wahr},\left( z-1 = -\sqrt{21}\right) \vee \left( z-1 = \sqrt{21}\right),\left( z = 1-4.6\right) \vee \left( f = 1 + 4\right),,
2.0,\textrm{wahr},\left( z-1 = -\sqrt{21}\right) \vee \left( z-1 = \sqrt{21}\right),\left( z = 1-4.6\right) \vee \left( f = 1 + 4.6\right),,
2.0,\textrm{wahr},"y = \sin{\left(2\,x\right)} = y + 3","\sin{\left(2\,x\right)} = y + 3",,
2.0,\textrm{wahr},\left( z-1 = -\sqrt{21}\right) \vee \left( z-1 = \sqrt{21}\right),\left( z = 1-4.58\right) \vee \left( f = 1 + 4.58\right),,
2.0,\textrm{wahr},\left( z-1 = -\sqrt{21}\right) \vee \left( z-1 = \sqrt{21}\right),\left( z = 1-4.58\right) \vee \left( z = 1 + 4.58\right),,
2.0,\textrm{wahr},"y = -3\,x^{2} + 3\,x-2",y = x^{2}-x + \frac{2}{3},,
2.0,\textrm{wahr},y = x^{2}-x + \frac{1}{4}-\frac{1}{4} + \frac{2}{3},y + \frac{5}{12} = \left( x-\frac{1}{2}\right)^{2},,
2.0,\textrm{wahr},"\Leftrightarrow y = -3\,x^{2} + 3\,x-2",y = x^{2}-x + \frac{2}{3},,
2.0,\textrm{wahr},y = x^{2}-x + \frac{2}{3},y + \frac{5}{12} = \left( x-\frac{1}{2}\right)^{2},,
2.0,\textrm{wahr},\left( z-1 = -\sqrt{21}\right) \vee \left( z-1 = \sqrt{21}\right),\left( z = 1-\frac{229}{50}\right) \vee \left( z = 1 + \frac{229}{50}\right),,
2.0,\textrm{wahr},\left( z-1 = -\sqrt{21}\right) \vee \left( z-1 = \sqrt{21}\right),\left( z = 1-4.583\right) \vee \left( z = 1 + 4.583\right),,
2.0,y\neq 0,2\le -\frac{3}{y},"2\,y\le -3",,
2.0,y\neq 0,x^{2} + 8 = \frac{-5}{y},-\frac{x^{2} + 8}{5} = y,,
2.0,y\neq 0,x^{2} + 8 = \frac{-5}{y},\frac{x^{2} + 8}{5} = -5,,
2.0,y\neq 0,x^{2} + 8 = \frac{-5}{y},\frac{x^{2} + 8}{5} = -y,,
1.0,\textrm{wahr},"(x^{3} + 3\,x^{2} + 3)\,(2\,x^{2} + 2\,x + 1)","x^{3} + 3\,x^{2} + 3\,(2\,x^{2} + 2\,x + 1)",,
1.0,\textrm{wahr},"x^{3} + 3\,x^{2} + 3\,(2\,x^{2} + 2\,x + 1)","x^{3} + 6\,x^{2} + 3 + 2\,x",,
1.0,\textrm{wahr},"-2\,u\,(-u + 4\,d) + 2\,d\,(-4\,u-4\,d)","2\,u^{5\,d}-8\,d\,u-8\,d^{2}",,
1.0,\textrm{wahr},"-2\,u\,(-u + 4\,d) + 2\,d\,(-4\,u-4\,d)","2\,u^{2}-8\,d^{2}",,
1.0,\textrm{wahr},\frac{g^{2} + g-20}{g^{2}-25},\frac{g-19}{g-25},,
2.0,\textrm{wahr},"p{\left(x\right)} = (x-1)\,q{\left(x\right)} + r \cdot 3 \cdot 5 \cdot 5 \cdot 3\,\frac{1\, |\, 3 \cdot 8 \cdot 13}{3 \cdot 8 \cdot 13 \cdot 16}","p{\left(x\right)} = (x-1)\,(3\,x^{4} + 8\,x^{3} + 13\,x) + 16",,
2.0,x\neq -\frac{1}{2},"(-4\,y-4)\,x = 2\,y + 1","x = \frac{2\,y + 1}{-4\,y-4}",,
2.0,\textrm{wahr},"-\frac{1}{3}\,y-\frac{5}{12}\ge 0",y\ge -\frac{5}{4},,
2.0,\textrm{wahr},"-\frac{1}{3}\,y-\frac{1}{12}\ge 0",y\ge -\frac{1}{4},,
2.0,\textrm{wahr},"\frac{1}{4}\,y = x^{2} + \frac{1}{2}\,x + \frac{1}{2}","\frac{1}{4}\,y = \left( x + 0.25\right)^{2} + 0.5625",,
2.0,x\neq -\frac{3}{4},"f{\left(x\right)} = \frac{-4\,x-2}{-4\,x-3}","y = \frac{-4\,x-2}{-4\,x-3}",,
1.0,\textrm{wahr},"(x^{3} + 3\,x^{2} + 3)\,(2\,x^{2} + 2\,x + 1)","x^{3} + 6\,x^{2} + 3 + 2\,x",,
2.0,x\neq -\frac{3}{4},"\Leftrightarrow y = \frac{-4\,x-2}{-4\,x-3}","y\,(-4\,x-3) = -4\,x-2",,
2.0,\textrm{wahr},"-y = x^{2}-3\,x-2",-y = \left( x-1.5\right)^{2} + 0.25,,
2.0,\textrm{wahr},-y = \left( x-1.5\right)^{2}-4.25,-y-4.25 = \left( x-1.5\right)^{2},,
2.0,y\neq 0,y = \frac{5}{x^{2} + 4},W = \mathbb{R} \setminus \left\{0\right\},,
2.0,x\neq -\frac{1}{1},"-x\,y + x = y + 3","x\,(y-1) = y + 3",,
1.0,\textrm{wahr},"x^{2} + 3\,x + 3-(2\,x^{4} + 4\,x^{3} + 3\,x^{2} + 4\,x + 4)","2\,x^{4} + 4\,x^{3} + 2\,x^{2} + x + 1",,
1.0,\textrm{wahr},"2\,x^{5} + 2\,x^{4} + 1\,x^{3} + 6\,x^{4} + 6\,x^{3} + 3\,x^{2} + 6\,x^{2} + 6\,x + 3","x^{3} + 6\,x^{2} + 2\,x + 3",,
2.0,\textrm{wahr},\left( f + 4\right)^{2} = 9,f = -1,,
2.0,\textrm{wahr},\left( f + 4\right)^{2} = 9,f + 4 = 3,,
2.0,\left( x\neq -\frac{1}{1}\right) \wedge \left( y\neq 1\right),"x\,(-y + 1) = y + 3",x = \frac{y + 3}{y-1},,
2.0,\textrm{wahr},\left( f + 4\right)^{2} = 9,f + 4 = \sqrt{9},,
2.0,\textrm{wahr},"1 \cdot 5 \cdot 2 \cdot 1 \cdot 4 \cdot 0\,\frac{1\, |\, 1 \cdot 6 \cdot 8 \cdot 9 \cdot 13}{1 \cdot 6 \cdot 8 \cdot 9 \cdot 13 \cdot 13}","p{\left(x\right)} = (x + 1)\,(x^{4} + 6\,x^{3} + 8\,x^{2} + 9\,x + 13) + 13",,
1.0,\textrm{wahr},"5\,\sum_{ k = 1}^{n}k + \sum_{ k = 1}^{n}1","5\,n + 7",,
2.0,\textrm{wahr},"y-7 = -5\,\cos{\left(4\,x-2\right)}","-\frac{y-7}{5} = \cos{\left(4\,x + 2\right)}",,
2.0,y\neq 0,1\le \frac{4}{y},y < 4,,
2.0,\textrm{wahr},\left( -y\le 8\right) \wedge \left( -y\ge -2\right),\left( y\ge 8\right) \wedge \left( y\le 2\right),,
2.0,y\neq 0,1\le \frac{4}{y},y\ge 4,,
2.0,y\neq 0,1\le \frac{4}{y},y > 4,,
2.0,y\neq 0,1\le \frac{4}{y},4 > y,,
2.0,\left( y\neq 0\right) \wedge \left( y > 0\right),y\le 4,\textrm{wahr},,
1.0,\textrm{wahr},"\sum_{ k = 1}^{n}\left(4\,k + 2\right)","\frac{1}{2}\,n\,(n + 1) \cdot 2\,n",,
1.0,\textrm{wahr},"\sum_{ k = 1}^{n}\left(4\,k + 2\right)","\frac{4}{2}\,n\,(n + 1) \cdot 2\,n",,
1.0,\textrm{wahr},"6\,\sum_{ k = 1}^{n}k + \sum_{ k = 1}^{n}4","6\,\frac{n\,(n + 4)}{2} + n",,
1.0,\textrm{wahr},"6\,\sum_{ k = 1}^{n}k + \sum_{ k = 1}^{n}4","6\,\frac{n\,(n + 1)}{2} + n",,
1.0,\textrm{wahr},"6\,\sum_{ k = 1}^{n}k + \sum_{ k = 1}^{n}4","6\,\frac{4\,n\,(n + 1)}{2} + n",,
2.0,\textrm{wahr},\Leftrightarrow \left|y + 3\right| \le 1,\left( y + 3\ge -1\right) \wedge \left( y + 3\le 1\right),,
2.0,\textrm{wahr},"y = -3\,\cos{\left(4\,x + 2\right)} + 2","y-7 = -3\,\cos{\left(4\,x + 2\right)}",,
2.0,\left( y\neq 0\right) \wedge \left( y < 0\right),8\le -\frac{2}{y},"8\,y\le -2",,
1.0,\textrm{wahr},"7\,\sum_{ k = 1}^{n}k + \sum_{ k = 1}^{n}5","7\,\frac{n\,(n + 1)}{2} + 5\,n",,
1.0,\textrm{wahr},"7\,\sum_{ k = 1}^{n}k + 5\,\sum_{ k = 1}^{n}1","7\,\frac{n\,(n + 1)}{2} + 5\,n",,
1.0,\textrm{wahr},"7\,\sum_{ k = 1}^{n}k + 5\,\sum_{ k = 1}^{n}1","\frac{7\,n\,(n + 1)}{2} + 5\,n",,
2.0,\textrm{wahr},"-\frac{1}{4}\,y-\frac{3}{16} = x^{2}-\frac{1}{4}\,x + \frac{1}{16}","-\frac{1}{4}\,y-\frac{3}{16} = \left( x-\frac{1}{8}\right)^{2}",,
1.0,\textrm{wahr},"7\,\sum_{ k = 1}^{n}k + 5\,\sum_{ k = 1}^{n}1","\frac{7}{2}\,n\,(n + 1) + 5\,n",,
1.0,\textrm{wahr},"6\,\sum_{ k = 1}^{n}k + \sum_{ k = 1}^{n}4","6\,\sum_{ k = 1}^{n}k + 4\,\sum_{ k = 1}^{n}k",,
1.0,\textrm{wahr},"6\,\sum_{ k = 1}^{n}k + 4\,\sum_{ k = 1}^{n}k","6\,\frac{n\,(n + 1)}{2} + 4\,n",,
1.0,\textrm{wahr},"6\,\sum_{ k = 1}^{n}k + 4\,\sum_{ k = 1}^{n}0","6\,\frac{n\,(n + 1)}{2} + 4\,n",,
1.0,\textrm{wahr},"6\,\sum_{ k = 1}^{n}k + \sum_{ k = 1}^{n}4","6\,\sum_{ k = 1}^{n}k + 4\,\sum_{ k = 1}^{n}0",,
1.0,\textrm{wahr},"6\,\sum_{ k = 1}^{n}k + 4\,\sum_{ k = 1}^{n}1","6\,\frac{n\,(n + 1)}{2} + 4\,n",,
2.0,x\neq -\frac{1}{1},"(4\,x + 4)\,y = -3\,x-2","(3 + y)\,x = -4-2",,
2.0,x\neq -\frac{1}{1},"x = \frac{-3\,x-2}{4\,x + 4}","(4\,x + 4)\,y = -3\,x-2",,
2.0,\left( x\neq -\frac{1}{1}\right) \wedge \left( y\neq -\frac{3}{4}\right),"3 + 4\,y = -4\,y-2","x = \frac{-4-2}{3 + 4\,y}",,
2.0,x\neq -\frac{1}{1},"y = -\frac{3\,x-2}{4\,x + 4}","(4\,x + 4)\,y = -3\,x-2",,
2.0,\textrm{wahr},"y = x^{2} + 2\,x-2",y = \left( x-1\right)^{2}-3,,
2.0,\textrm{wahr},"y = x^{2} + 2\,x-2",y = \left( x + 1\right)^{2}-1,,
2.0,\textrm{wahr},"y = x^{2} + 2\,x-1",y = \left( x-1\right)^{2},,
1.0,\textrm{wahr},"\sum_{ k = 1}^{n}\left(5\,k-1\right)","\frac{n\,(n + 1)}{2} + 5\,k-1",,
2.0,\left( y\neq 0\right) \wedge \left( y > 0\right),y\ge -\frac{1}{4},\textrm{falsch},,
1.0,\textrm{wahr},"\sum_{ k = 1}^{n}\left(5\,k-1\right)","n\,(n + 1) + 5\,k-1",,
2.0,\left( y\neq 0\right) \wedge \left( y < 0\right),y\ge -\frac{1}{4},\textrm{falsch},,
1.0,\textrm{wahr},"5\,\sum_{ k = 1}^{n}k-\sum_{ k = 1}^{n}3","5\,\frac{n\,(n-1)}{2} + 3\,n",,
1.0,\textrm{wahr},"-2\,\sum_{ k = 1}^{n}k-\sum_{ k = 1}^{n}5","-2\,\frac{n\,(n-1)}{2} + 5\,n",,
2.0,\textrm{wahr},"f{\left(x\right)} = x^{2}-8\,x + 4",y = \left( x-4\right)^{2}-12,,
2.0,\textrm{wahr},"5 \cdot 3 \cdot 2 \cdot 1 \cdot 5\,\frac{-2\, |\, -10 \cdot 14-32 \cdot 62}{5-7 \cdot 16-31 \cdot 67}","p{\left(x\right)} = (x + 2)\,(5\,x^{4}-7\,x^{3} + 16\,x^{2}-31) + 67",,
2.0,\textrm{wahr},\left( \frac{\frac{3}{4}}{2}\right)^{2} + \frac{y}{4} + 1\ge 0,"y\ge 4\,(\left( \frac{\frac{3}{4}}{2}\right)^{2}-1)",,
2.0,\textrm{wahr},\begin{array}{r|rrrrrr}  & 5 & 3 & 2 & 1 & 0 & 5\\-2 &  & -10 & 14 & -32 & 0 & 62\\ \hline  & 5 & -7 & 16 & -31 & 67 & 0\end{array},"p{\left(x\right)} = (x + 2)\,(5\,x^{4}-7\,x^{3} + 16\,x^{2}-31) + 67",,
2.0,\textrm{wahr},\begin{array}{r|rrrrrr}  & 5 & 3 & 2 & 1 & 0 & 5\\-2 &  & -10 & 14 & -32 & 0 & 62\\ \hline  & 5 & -7 & 16 & -31 & 0 & 67\end{array},"p{\left(x\right)} = (x + 2)\,(5\,x^{4}-7\,x^{3} + 16\,x^{2}-31) + 67",,
2.0,\textrm{wahr},\begin{array}{r|rrrrrr}  & 5 & 3 & 2 & 1 & 0 & 5\\-2 &  & -10 & 14 & -32 & 62 & -124\\ \hline  & 5 & -7 & 16 & -31 & 62 & -119\end{array},"p{\left(x\right)} = (x + 2)\,(5\,x^{4}-7\,x^{3} + 16\,x^{2} + 62)-119",,
2.0,\textrm{wahr},\begin{array}{r|rrrrrr}  & 5 & 3 & 2 & 1 & 0 & 5\\-2 &  & -10 & 14 & -32 & 62 & -124\\ \hline  & 5 & -7 & 16 & -31 & 62 & -119\end{array},"p{\left(x\right)} = (x + 2)\,(5\,x^{4}-7\,x^{3} + 16\,x^{2}-31\,x + 62)-119",,
2.0,\textrm{wahr},"y = x^{2}-2\,x-4",y = \left( x-2\right)^{2}-8,,
2.0,\textrm{wahr},\Leftrightarrow \left|y + 6\right| \le 4,\left( y + 6\ge -4\right) \wedge \left( y + 6\le 4\right),,
2.0,\textrm{wahr},\frac{y + 6}{-4}\le 1,\left|y + 6\right| \le 4,,
2.0,\textrm{wahr},\begin{array}{r|rrrrrr}  & 2 & 3 & 4 & 0 & 4 & 5\\2 &  & 4 & 14 & 36 & 72 & 152\\ \hline  & 2 & 7 & 18 & 36 & 76 & 157\end{array},"p{\left(x\right)} = (x-2)\,(2\,x + 7\,x + 18\,x + 36\,x + 76) + 157",,
2.0,\textrm{wahr},\begin{array}{r|rrrrrr}  & 2 & 3 & 4 & 0 & 4 & 5\\2 &  & 4 & 14 & 36 & 72 & 152\\ \hline  & 2 & 7 & 18 & 36 & 76 & 157\end{array},"p{\left(x\right)} = (x-2)\,(2\,x + 7\,x^{3} + 18\,x^{2} + 36\,x + 76) + 157",,
2.0,\textrm{wahr},\begin{array}{r|rrrrrr}  & 2 & 3 & 4 & 0 & 4 & 5\\2 &  & 4 & 14 & 36 & 72 & 152\\ \hline  & 2 & 7 & 18 & 36 & 76 & 157\end{array},"p{\left(x\right)} = (x-2)\,(2\,x^{4} + 7\,x^{3} + 18\,x^{2} + 36\,x + 76) + 157",,
2.0,\textrm{wahr},y = \left( x-1\right)^{2}-5,y + 5 = \left( x-2\right)^{2},,
1.0,n > 3,"-5\,\sum_{ k = 3}^{n}k-\sum_{ k = 3}^{n}1","-5\,\frac{n\,(n + 3)}{2} + n",,
1.0,n > 3,"-5\,\sum_{ k = 3}^{n}k-\sum_{ k = 3}^{n}1","-5\,\frac{n\,(n + 3)}{2} + 1\,n",,
1.0,n > 3,"-5\,\sum_{ k = 3}^{n}k-\sum_{ k = 3}^{n}1","-5\,\frac{3\,n\,(n + 1)}{2} + n",,
2.0,\textrm{wahr},\left( 4-y\ge -1\right) \wedge \left( 4-y\le 1\right),\left( y\le -3\right) \wedge \left( y\ge -5\right),,
1.0,n > 3,"-5\,\sum_{ k = 3}^{n}k-\sum_{ k = 3}^{n}1","-5\,\frac{n\,(n + 1)}{2} + n",,
2.0,y\neq 0,\left( \frac{-2}{y} > \sqrt{3}\right) \vee \left( \frac{-2}{y} > -\sqrt{3}\right),\left( y > \frac{\sqrt{3}}{-2}\right) \vee \left( y > \frac{-\sqrt{3}}{-2}\right),,
2.0,\textrm{wahr},"3\,x^{2} + 2 = 3\,x + 2^{2}","y = 3\,x^{2} + 2",,
2.0,y\neq 0,\frac{-2}{y} > \sqrt{3},y > \frac{\sqrt{3}}{-2},,
1.0,n > 3,"-5\,\sum_{ k = 3}^{n}k-\sum_{ k = 3}^{n}1","-5\,\frac{n\,(n + 1)}{2}-n",,
1.0,n > 3,"-5\,\sum_{ k = 3}^{n}k-\sum_{ k = 3}^{n}1","-5\,\frac{n\,(n + 3)}{2}-n",,
2.0,\textrm{wahr},"y = x^{2} + 6\,x-4",y = \left( x + 3\right)^{2} + 5,,
1.0,n > 3,"-5\,\sum_{ k = 3}^{n}k-\sum_{ k = 3}^{n}1","-5\,\frac{n\,(n-3)}{2}-n",,
1.0,n > 3,"-5\,\sum_{ k = 3}^{n}k-\sum_{ k = 3}^{n}1","-5\,\frac{n\,(n-3)}{2} + n",,
2.0,\textrm{wahr},\Leftrightarrow \left|\frac{y-7}{-3}\right| \le 1,\left|y-7\right| \le 3,,
2.0,\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 5\right)\right) \wedge \left( x\neq -3\right)\right) \wedge \left( y\ge 0\right),\Leftrightarrow \frac{3}{y} + 16\ge 0,\frac{3}{y}\ge -16,,
2.0,\textrm{wahr},\left( y\ge -6\right) \wedge \left( y\le -4\right),"W = \left[-6,-4\right]",,
2.0,\textrm{wahr},"y = x^{2} + 8\,x + \left( \frac{8}{2}\right)^{2}-\left( \frac{8}{2}\right)^{2} + 4",y = \left( x + 4\right)^{2} + 16,,
2.0,\textrm{wahr},y = \left( x + 4\right)^{2} + 16,y = \left( x + 4\right)^{2} + 20,,
2.0,\textrm{wahr},"y = x^{2} + 8\,x + \left( \frac{8}{2}\right)^{2}-\left( \frac{8}{2}\right)^{2} + 4",y = \left( x + 4\right)^{2} + 16 + 4,,
2.0,\textrm{wahr},"y = x^{2} + 8\,x + \left( \frac{8}{2}\right)^{2}-\left( \frac{8}{2}\right)^{2} + 4",y = \left( x + 4\right)^{2},,
2.0,\textrm{wahr},y = \left( x + 4\right)^{2},y = \left( x + 4\right)^{2} + 20,,
2.0,\textrm{wahr},"y = x^{2} + 8\,x + \left( \frac{8}{2}\right)^{2}-\left( \frac{8}{2}\right)^{2} + 4",y = \left( x + 4\right)^{2} + 20,,
2.0,\textrm{wahr},\left|y + 6\right| \ge 0,\left( y + 6\ge 0\right) \wedge \left( y + 6\le 0\right),,
2.0,\textrm{wahr},\left|y + 6\right| \ge 0,y + 6\ge 0,,
2.0,\textrm{wahr},"y = 2\,\cos{\left(4\,x-6\right)} + 2","y + 4 = 2\,\cos{\left(4\,x-6\right)}",,
2.0,\textrm{wahr},\left|-\frac{y-5}{3}\right| \le 1,\left|y-5\right| \le -3,,
2.0,\textrm{wahr},"y = 2\,\cos{\left(4\,x-6\right)} + 2","y + 2 = 2\,\cos{\left(4\,x-6\right)}",,
1.0,n > 3,"\sum_{ k = 3}^{n}\left(-2\,k-1\right)","-\frac{2}{2}\,n\,(n + 1)-1\,n",,
1.0,n > 3,"\sum_{ k = 3}^{n}\left(-2\,k-1\right)","-\frac{2}{2}\,n\,(n + 3)-1\,n",,
1.0,n > 3,"\sum_{ k = 3}^{n}\left(-2\,k-1\right)","-\frac{1}{2}\,n\,(n + 3)-1\,n",,
2.0,\textrm{wahr},"y = x^{2} + 8\,x-2 + 16-16",y = x + 4-18,,
1.0,\textrm{wahr},"x^{2} + 3\,x-1 + x^{3}-x^{2} + x","x^{3} + x^{2}-x + 3\,x + x-1",,
1.0,\textrm{wahr},"x^{3} + x^{2}-x + 3\,x + x-1","x^{3} + 4\,x-1",,
2.0,\textrm{wahr},"y = x^{2} + 8\,x + 4","y = x^{2} + 8\,x + \left( \frac{8}{2}\right)^{2}-\left( \frac{8}{2}\right)^{2} + 42",,
2.0,\textrm{wahr},"y = x^{2} + 8\,x + \left( \frac{8}{2}\right)^{2}-\left( \frac{8}{2}\right)^{2} + 42",y-20 = \left( x + 4\right)^{2},,
2.0,\textrm{wahr},"y = x^{2} + 8\,x + \left( \frac{8}{2}\right)^{2}-\left( \frac{8}{2}\right)^{2} + 4",y-20 = \left( x + 4\right)^{2},,
2.0,\textrm{wahr},"y = x^{2} + 8\,x + 4",y-20 = \left( x + 4\right)^{2},,
1.0,n > 3,"\sum_{ k = 3}^{n}\left(-2\,k-1\right)","-n\,(n + 1)-1\,n + 5",,
1.0,\textrm{wahr},"5\,\sum_{ k = 1}^{n}k-3\,\sum_{ k = 1}^{n}1","5\,\frac{n\,(n + 1)}{2}-3\,n",,
2.0,\textrm{wahr},"y = x^{2} + 8\,x + 4",y = \left( x + 4\right)^{2} + 4^{2} + 4,,
1.0,\textrm{wahr},"5\,\sum_{ k = 1}^{n}k-3\,\sum_{ k = 1}^{n}1","5\,\frac{n\,(n + 1)}{2} + 3\,n",,
2.0,\textrm{wahr},\begin{array}{r|rrrrrr}  & 2 & 2 & -1 & -3 & 1 & 1\\2 &  & 4 & 12 & 22 & 39 & 78\\ \hline  & 2 & 6 & 11 & 19 & 39 & 79\end{array},"p{\left(x\right)} = (x-2)\,(2\,x^{4} + 6\,x^{3} + 11\,x^{2} + 19\,x + 39) + 79",,
2.0,\textrm{wahr},"y = x + 8\,x-2 + 16-16",y = \left( x + 4\right)^{2}-18,,
2.0,\textrm{wahr},"y = x^{2} + 8\,x-2","y = x + 8\,x-2 + 16-16",,
2.0,\textrm{wahr},\begin{array}{r|rrrrrr}  & 3 & 3 & 1 & 1 & 1 & 3\\-1 &  & -3 & 0 & -1 & 0 & -1\\ \hline  & 3 & 0 & 1 & 0 & 1 & 2\end{array},"p{\left(x\right)} = (x + 1)\,(3\,x^{4} + x^{2} + 1) + 2",,
2.0,\left( \left( y\neq 0\right) \wedge \left( x\neq 5\right)\right) \wedge \left( x\neq 3\right),"(x-5)\,(x-3) = \frac{1}{y}","x^{2}-3\,x-5\,x-15 = \frac{1}{y}",,
2.0,\textrm{wahr},y = \left( x + 4\right)^{2} + 4 + 4,y-20 = \left( x + 4\right)^{2},,
2.0,\textrm{wahr},"y = x^{2} + 8\,x + 4",y = \left( x + 4\right)^{2} + 4 + 4,,
2.0,\textrm{wahr},\left|\frac{y-2}{-4}\right| \le 1,\left( y-2\ge -2\right) \wedge \left( y-2\le 2\right),,
2.0,\left( \left( y\neq 0\right) \wedge \left( x\neq 5\right)\right) \wedge \left( x\neq 3\right),"(x-5)\,(x-3) = \frac{1}{y}","x^{2}-8\,x-15 = \frac{1}{y}",,
2.0,\textrm{wahr},"y = x^{2} + 8\,x + 4",y = \left( x + 4\right)^{2} + 4^{4} + 4,,
2.0,\textrm{wahr},y = \left( x + 4\right)^{2} + 4^{4} + 4,y-20 = \left( x + 4\right)^{2},,
2.0,\textrm{wahr},"y = x^{2}-8\,x-4","y = x^{2}-8\,x + \left( \frac{8}{2}\right)^{2}-\left( \frac{8}{2}\right)^{1}-1",,
2.0,\textrm{wahr},"y = x^{2}-8\,x + \left( \frac{8}{2}\right)^{2}-\left( \frac{8}{2}\right)^{1}-1",y = \left( x-4\right)^{2}-4^{2}-1,,
2.0,\textrm{wahr},"y = x^{2}-8\,x-4","y = x^{2}-8\,x + \left( \frac{8}{2}\right)^{2}-\left( \frac{8}{2}\right)^{2}-1",,
2.0,\left( x\neq -\frac{1}{1}\right) \wedge \left( y\neq -\frac{3}{4}\right),"\Rightarrow 3 + 4\,y = -4\,y-2","x = \frac{-4-2}{3 + 4\,y}",,
2.0,\textrm{wahr},"y + 4 = 3\,x^{2} + 2\,x + 1","\frac{1}{3}\,(y + 4) = \left( x + 1\right)^{2}",,
2.0,\textrm{wahr},"y + 4 = 3\,x^{2} + 2\,x + 1","\frac{1}{3}\,(y + 4) = x^{2} + 2\,x + 1",,
1.0,\textrm{wahr},"2\,x^{5} + x^{4} + 6\,x^{3} + 3\,x^{2} + 4\,x^{2} + 2\,x","2\,x^{5} + x^{4} + 6\,x + 7\,x^{2} + 2\,x",,
1.0,\textrm{wahr},"(3\,x^{3} + 2\,x^{2} + 1)\,(2\,x^{2} + x + 2)","6\,x^{5} + 3\,x^{4} + 6\,x^{3} + 4\,x^{2} + 2\,x^{3} + 4\,x^{2} + 2\,x^{2} + x + 2",,
1.0,\textrm{wahr},"6\,x^{5} + 3\,x^{4} + 6\,x^{3} + 4\,x^{2} + 2\,x^{3} + 4\,x^{2} + 2\,x^{2} + x + 2","6\,x^{5} + 3\,x^{4} + 8\,x^{3} + 10\,x^{2} + 2",,
2.0,\left( y\neq 0\right) \wedge \left( y < 0\right),-\frac{2}{3}\le y,\textrm{wahr},,
2.0,\left( y\neq 0\right) \wedge \left( y < 0\right),-\frac{2}{3}\le y,\textrm{falsch},,
2.0,\textrm{wahr},"y = -4\,x^{2} + 3\,x + \left( \frac{3}{2}\right)^{2}-\left( \frac{3}{2}\right)^{2}-2","\frac{y}{4} = x^{2} + \left(-\frac{3}{4}\,x\right) + \left( -\frac{9}{16}\right)^{2}-\left( -\frac{9}{16}\right)^{2}-\frac{1}{2}",,
2.0,\textrm{wahr},"\frac{y}{4} + \frac{209}{256} = x^{2} + \left(-\frac{3}{4}\,x\right) + \left( -\frac{9}{16}\right)^{2}",\frac{y}{4} + \frac{209}{256} = \left( x-\frac{9}{16}\right)^{2},,
1.0,\textrm{wahr},"3\,x^{3} + 2\,x^{2} + x + 3\,(2\,x^{2} + x + 2)","6\,x^{5} + 3\,x^{4} + 6\,x^{3} + 4\,x^{4} + 2\,x^{3} + 4\,x^{2} + 2\,x^{3} + x^{2} + 2\,x + 6\,x^{2} + 3\,x + 6",,
1.0,\textrm{wahr},"3\,x^{3} + 2\,x^{2} + x + 3\,(2\,x^{2} + x + 2)","6\,x^{5} + 7\,x^{4} + 10\,x^{3} + 11\,x^{2} + 5\,x + 6",,
2.0,\textrm{wahr},\frac{y}{-4}\ge -\frac{3}{4},"y\ge -\frac{3}{4}\,(-4)",,
2.0,\textrm{wahr},\left|y-5\right| \ge 1,\left( y-5\ge 1\right) \wedge \left( y-5\le -1\right),,
2.0,\textrm{wahr},\left|y-5\right| \le 1,\left( y-5\ge 1\right) \wedge \left( y-5\le -1\right),,
1.0,n > 3,"\sum_{ k = 3}^{n}\left(-5\,k-1\right)","\sum_{ k = 1}^{n + 2}\left(-5\,(k + 2)-1\right)",,
2.0,\textrm{wahr},"\frac{1}{3}\,(y + 3) + \frac{1}{9}\ge 0",y + \frac{28}{9}\ge 0,,
1.0,n > 3,"\sum_{ k = 3}^{n}\left(-5\,k-1\right)","\sum_{ k = 1}^{n + 2}\left(-5\,k-10-1\right)",,
2.0,\textrm{wahr},"y = -3\,x^{2} + 4\,x-2","y = \left( -3\,x + 2\,x\right)^{2} + 2",,
2.0,\textrm{wahr},\left( y-6\le 4\right) \wedge \left( y-6\ge -4\right),\left( y\le -2\right) \wedge \left( y\ge 2\right),,
2.0,\textrm{wahr},\left( y-6\le 4\right) \wedge \left( y-6\ge -4\right),\left( y\ge -2\right) \wedge \left( y\le 2\right),,
2.0,\textrm{wahr},\left( \frac{y-7}{-5}\ge -1\right) \wedge \left( \frac{y-7}{-5}\le 1\right),\left( y\ge 12\right) \wedge \left( y\le 2\right),,
2.0,\textrm{wahr},"y = 4\,\cos{\left(4\,x-2\right)}-7","\frac{y + 7}{4} = 4\,\cos{\left(4\,x-2\right)}",,
1.0,\textrm{wahr},"2\,x^{3} + x^{2} + x + 2-(3\,x^{4} + x^{3} + 4\,x^{2} + 3\,x)","3\,x^{4}-2\,x^{3}-x^{3}-4\,x^{2}-3\,x + x + 2",,
