,category,labels_dbscan,labels_kmeans,labels_agglo,processed_t0,processed_t1,t0,t1,assumptions
1274,2,29,4,0,\sqrt{-x + 6} = x,\sqrt{-2 + 6} = x,\sqrt{-x + 6} = x,\sqrt{-2 + 6} = x,\textrm{wahr}
1275,2,29,4,0,\sqrt{-2 + 6} = x,\sqrt{4} = -3,\sqrt{-2 + 6} = x,\sqrt{4} = -3,\textrm{wahr}
1276,2,-1,0,3,"-5\,y\le 2\,x + 2","y\ge \frac{2\,x + 2}{5}","-5\,y\le 2\,c + 2","y\ge \frac{2\,c + 2}{5}",\textrm{wahr}
1277,2,30,1,1,"(1-3\,y)\,y = -8",0 = -8,"(1-3\,a)\,x = -8",0 = -8,\textrm{wahr}
1278,2,30,1,1,"(1-3\,y)\,y = -8","y = \frac{-8}{1-3\,y}","(1-3\,a)\,x = -8","x = \frac{-8}{1-3\,a}",\textrm{wahr}
1279,2,30,1,1,"(1-y)\,y = -8",0 = -8,"(1-a)\,x = -8",0 = -8,\textrm{wahr}
1280,2,0,5,2,"4\,y + 3 = -3 + 5\,y\,y","4\,y-5\,y\,y = -3","4\,x + 3 = -3 + 5\,a\,x","4\,x-5\,a\,x = -3",\textrm{wahr}
1281,2,5,1,1,x = 0,\textrm{wahr},o = 0,\textrm{wahr},x\neq -2
1282,2,0,2,6,"-3\,x-6 = -3\,x-6",x = 0,"-3\,x-6 = -3\,x-6",o = 0,x\neq -2
1283,2,0,2,6,-(-3)-3 = -(-3)-3,x = 0,-(-3)-3 = -(-3)-3,o = 0,x\neq -3
1284,2,0,1,1,"-7\,y = 2\,x + 3","y = -\frac{2}{7}\,x + \frac{3}{7}","-7\,w = 2\,m + 3","w = -\frac{2}{7}\,m + \frac{3}{7}",\textrm{wahr}
1285,2,0,7,0,\left|x-\frac{7}{2}\right|  = \sqrt{\left( \frac{7}{2}\right)^{2}-10},\left( x = +\sqrt{\left( \frac{7}{2}\right)^{2}-10} + \frac{7}{2}\right) \vee \left( x = -\sqrt{\left( \frac{7}{2}\right)^{2}-10} + \frac{7}{2}\right),\left|t-\frac{7}{2}\right|  = \sqrt{\left( \frac{7}{2}\right)^{2}-10},\left( t = +\sqrt{\left( \frac{7}{2}\right)^{2}-10} + \frac{7}{2}\right) \vee \left( t = -\sqrt{\left( \frac{7}{2}\right)^{2}-10} + \frac{7}{2}\right),\textrm{wahr}
1286,2,0,7,0,\left( x = +\frac{3}{2} + \frac{7}{2}\right) \vee \left( x = -\frac{3}{2} + \frac{7}{2}\right),\left( x = 5\right) \vee \left( x = -\frac{3}{2}\right),\left( t = +\frac{3}{2} + \frac{7}{2}\right) \vee \left( t = -\frac{3}{2} + \frac{7}{2}\right),\left( t = 5\right) \vee \left( t = -\frac{3}{2}\right),\textrm{wahr}
1287,2,2,3,4,\left( z + \frac{z}{2}\right)^{2} = \left( \frac{z}{2}\right)^{2}-y,\left( \left( z + \frac{z}{2}\right)^{2} = \sqrt{\left( \frac{z}{2}\right)^{2}-y}\right) \vee \left( z + \frac{z}{2} = -\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right),\left( x + \frac{p}{2}\right)^{2} = \left( \frac{p}{2}\right)^{2}-q,\left( \left( x + \frac{p}{2}\right)^{2} = \sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x + \frac{p}{2} = -\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right),q < \frac{p^{2}}{4}
1288,2,2,3,4,"z^{2} + z\,z + y = 0","z^{2} + z\,z\,\left( \frac{z}{2}\right)^{2}\,\left( \frac{z}{2}\right)^{2} + y = 0","x^{2} + p\,x + q = 0","x^{2} + p\,x\,\left( \frac{p}{2}\right)^{2}\,\left( \frac{p}{2}\right)^{2} + q = 0",q < \frac{p^{2}}{4}
1289,2,2,3,4,"z^{2} + z\,z\,\left( \frac{z}{2}\right)^{2}\,\left( \frac{z}{2}\right)^{2} + y = 0",\left( z + \frac{z}{2}\right)^{2}-\left( \frac{z}{2}\right)^{2} + y = 0,"x^{2} + p\,x\,\left( \frac{p}{2}\right)^{2}\,\left( \frac{p}{2}\right)^{2} + q = 0",\left( x + \frac{p}{2}\right)^{2}-\left( \frac{p}{2}\right)^{2} + q = 0,q < \frac{p^{2}}{4}
1290,2,2,3,4,\left( \left( z + \frac{z}{2}\right)^{2} = \sqrt{\left( \frac{z}{2}\right)^{2}-y}\right) \vee \left( z + \frac{z}{2} = -\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right),\left( z = -\frac{z}{2} + \sqrt{\left( \frac{z}{2}\right)^{2}-y}\right) \vee \left( z = -\frac{z}{2}-\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right),\left( \left( x + \frac{p}{2}\right)^{2} = \sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x + \frac{p}{2} = -\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right),\left( x = -\frac{p}{2} + \sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x = -\frac{p}{2}-\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right),q < \frac{p^{2}}{4}
1291,2,0,1,1,"3\,y-4 = -2\,y","1.5\,y + 2 = y","3\,x-4 = -2\,u","1.5\,x + 2 = u",\textrm{wahr}
1292,2,0,1,1,"3\,y-4 = -2\,y","\frac{3}{2}\,y + 2 = y","3\,x-4 = -2\,u","\frac{3}{2}\,x + 2 = u",\textrm{wahr}
1293,2,0,1,1,"3\,y-4 = -2\,y","\frac{3}{2}\,y-\frac{4}{-2} = y","3\,x-4 = -2\,u","\frac{3}{2}\,x-\frac{4}{-2} = u",\textrm{wahr}
1294,2,0,1,1,"3\,y-4 = -2\,y","\frac{3}{-2}\,y-\frac{4}{2} = y","3\,x-4 = -2\,u","\frac{3}{-2}\,x-\frac{4}{2} = u",\textrm{wahr}
1295,2,31,7,0,"\sqrt{-3\,x-1} = -2\,x-3","\left( -\frac{15 + \sqrt{65}}{8}\right)^{2} + \frac{15}{4}\,(-\frac{15 + \sqrt{65}}{8}) + \frac{5}{2} = 0","\sqrt{-3\,x-1} = -2\,x-3","\left( -\frac{15 + \sqrt{65}}{8}\right)^{2} + \frac{15}{4}\,(-\frac{15 + \sqrt{65}}{8}) + \frac{5}{2} = 0",x = -\frac{15}{8} + \sqrt{\left( \frac{15}{8}\right)^{2}-\frac{5}{2}} = -\frac{15 + \sqrt{65}}{8}
1296,2,31,7,0,"\sqrt{-3\,x-1} = -2\,x-3","\sqrt{3\,\frac{15 + \sqrt{65}}{8}-1} = 2\,\frac{15 + \sqrt{65}}{8}-3","\sqrt{-3\,x-1} = -2\,x-3","\sqrt{3\,\frac{15 + \sqrt{65}}{8}-1} = 2\,\frac{15 + \sqrt{65}}{8}-3",x = -\frac{15}{8} + \sqrt{\left( \frac{15}{8}\right)^{2}-\frac{5}{2}} = -\frac{15 + \sqrt{65}}{8}
1297,2,31,7,0,"\sqrt{-3\,x-1} = -2\,x-3","\sqrt{-3\,\frac{-15 + \sqrt{65}}{8}-1} = -2\,\frac{-15 + \sqrt{65}}{8}-3","\sqrt{-3\,x-1} = -2\,x-3","\sqrt{-3\,\frac{-15 + \sqrt{65}}{8}-1} = -2\,\frac{-15 + \sqrt{65}}{8}-3",x = -\frac{15}{8} + \sqrt{\left( \frac{15}{8}\right)^{2}-\frac{5}{2}} = -\frac{15 + \sqrt{65}}{8}
1298,2,31,7,0,"\sqrt{-3\,x-1} = -2\,x-3","\sqrt{-3\,(-\frac{15 + \sqrt{65}}{8})-1} = -2\,(-\frac{15 + \sqrt{65}}{8})-3","\sqrt{-3\,x-1} = -2\,x-3","\sqrt{-3\,(-\frac{15 + \sqrt{65}}{8})-1} = -2\,(-\frac{15 + \sqrt{65}}{8})-3",x = -\frac{15}{8} + \sqrt{\left( \frac{15}{8}\right)^{2}-\frac{5}{2}} = -\frac{15 + \sqrt{65}}{8}
1299,2,31,7,0,"\sqrt{-3\,x-1} = -2\,x-3","\sqrt{-3\,\left( -\frac{15}{8} + \sqrt{\left( \frac{15}{8}\right)^{2}-\frac{5}{2}}\right)^{2}-\frac{5}{2}}-1 = -2\,(-\frac{15}{8} + \sqrt{\left( \frac{15}{8}\right)^{2}-\frac{5}{2}})","\sqrt{-3\,x-1} = -2\,x-3","\sqrt{-3\,\left( -\frac{15}{8} + \sqrt{\left( \frac{15}{8}\right)^{2}-\frac{5}{2}}\right)^{2}-\frac{5}{2}}-1 = -2\,(-\frac{15}{8} + \sqrt{\left( \frac{15}{8}\right)^{2}-\frac{5}{2}})",x = -\frac{15}{8} + \sqrt{\left( \frac{15}{8}\right)^{2}-\frac{5}{2}} = -\frac{15 + \sqrt{65}}{8}
1300,2,31,7,0,"\sqrt{-3\,\left( -\frac{15}{8} + \sqrt{\left( \frac{15}{8}\right)^{2}-\frac{5}{2}}\right)^{2}-\frac{5}{2}}-1 = -2\,(-\frac{15}{8} + \sqrt{\left( \frac{15}{8}\right)^{2}-\frac{5}{2}})",0 = 0,"\sqrt{-3\,\left( -\frac{15}{8} + \sqrt{\left( \frac{15}{8}\right)^{2}-\frac{5}{2}}\right)^{2}-\frac{5}{2}}-1 = -2\,(-\frac{15}{8} + \sqrt{\left( \frac{15}{8}\right)^{2}-\frac{5}{2}})",0 = 0,x = -\frac{15}{8} + \sqrt{\left( \frac{15}{8}\right)^{2}-\frac{5}{2}} = -\frac{15 + \sqrt{65}}{8}
1301,2,31,7,0,"\sqrt{-3\,x-1} = -2\,x-3","\sqrt{-3\,(-\frac{15}{8} + \sqrt{\left( \frac{15}{8}\right)^{2}-\frac{5}{2}})-1} = -2\,(-\frac{15}{8} + \sqrt{\frac{15}{8}-\frac{5}{2}})","\sqrt{-3\,x-1} = -2\,x-3","\sqrt{-3\,(-\frac{15}{8} + \sqrt{\left( \frac{15}{8}\right)^{2}-\frac{5}{2}})-1} = -2\,(-\frac{15}{8} + \sqrt{\frac{15}{8}-\frac{5}{2}})",x = -\frac{15}{8} + \sqrt{\left( \frac{15}{8}\right)^{2}-\frac{5}{2}} = -\frac{15 + \sqrt{65}}{8}
1302,2,31,7,0,"\sqrt{-3\,(-\frac{15}{8} + \sqrt{\left( \frac{15}{8}\right)^{2}-\frac{5}{2}})-1} = -2\,(-\frac{15}{8} + \sqrt{\frac{15}{8}-\frac{5}{2}})",0 = 0,"\sqrt{-3\,(-\frac{15}{8} + \sqrt{\left( \frac{15}{8}\right)^{2}-\frac{5}{2}})-1} = -2\,(-\frac{15}{8} + \sqrt{\frac{15}{8}-\frac{5}{2}})",0 = 0,x = -\frac{15}{8} + \sqrt{\left( \frac{15}{8}\right)^{2}-\frac{5}{2}} = -\frac{15 + \sqrt{65}}{8}
1303,2,-1,0,3,"5\,x-4 < -3",x < -\frac{1}{5},"5\,x-4 < -3",x < -\frac{1}{5},x < \frac{4}{5}
1304,2,-1,1,1,"-4\,x = 6",X = -\frac{3}{2},"-4\,p = 6",P = -\frac{3}{2},\textrm{wahr}
1305,2,0,1,1,"6\,x = -3\,y-3","x = -3\,y-\frac{3}{6}","6\,m = -3\,o-3","m = -3\,o-\frac{3}{6}",\textrm{wahr}
1306,2,-1,2,1,-\frac{1}{y + 2} + \frac{1}{y + 3} = y,"-1 + 1 = (x + 2)\,(x + 3)",-\frac{1}{x + 2} + \frac{1}{x + 3} = o,"-1 + 1 = (x + 2)\,(x + 3)",\left( x\neq -2\right) \wedge \left( x\neq -3\right)
1307,2,0,1,1,"3\,x = -4\,y-3","x = -\frac{4\,y-3}{3}","3\,g = -4\,u-3","g = -\frac{4\,u-3}{3}",\textrm{wahr}
1308,2,-1,0,3,x\ge \frac{6}{14},\mathbb{X} = \frac{6}{14}\ge x\ge 1,x\ge \frac{6}{14},\mathbb{L} = \frac{6}{14}\ge x\ge 1,\left( x\neq 1\right) \wedge \left( x > 1\right)
1309,2,28,0,3,"\frac{-5\,x-7}{6\,x-5} > 6","-5\,x-7 > 36\,x-30","\frac{-5\,x-7}{6\,x-5} > 6","-5\,x-7 > 36\,x-30",\left( x\neq 0.8333333333333334\right) \wedge \left( x < \frac{5}{6}\right)
1310,2,28,0,3,"\frac{-5\,x-7}{6\,x-5} > 6","-5\,x-7 < 36\,x-30","\frac{-5\,x-7}{6\,x-5} > 6","-5\,x-7 < 36\,x-30",\left( x\neq 0.8333333333333334\right) \wedge \left( x > \frac{5}{6}\right)
1311,2,28,0,3,"\frac{-5\,x-7}{6\,x-5} > 6","-5\,x-7 > 6\,(6\,x-5)","\frac{-5\,x-7}{6\,x-5} > 6","-5\,x-7 > 6\,(6\,x-5)",\left( x\neq 0.8333333333333334\right) \wedge \left( x < \frac{5}{6}\right)
1312,2,28,0,3,"\frac{-5\,x-7}{6\,x-5} > 6","-5\,x-7 < 6\,(6\,x-5)","\frac{-5\,x-7}{6\,x-5} > 6","-5\,x-7 < 6\,(6\,x-5)",\left( x\neq 0.8333333333333334\right) \wedge \left( x > \frac{5}{6}\right)
1313,2,-1,4,6,"4\,x-8 = 2\,x + 2",\textrm{wahr},"4\,x-8 = 2\,x + 2",\textrm{wahr},\left( x\neq -1\right) \wedge \left( x\neq 2\right)
1314,2,-1,4,0,"x^{2} + 5\,x + 6 = 0",x_1 = \frac{-5 + \sqrt{5^{2}-4 \cdot 1 \cdot 6}}{2 \cdot 1},"d^{2} + 5\,d + 6 = 0",x_1 = \frac{-5 + \sqrt{5^{2}-4 \cdot 1 \cdot 6}}{2 \cdot 1},\textrm{wahr}
1315,2,-1,5,0,x_2 = \frac{-5-\sqrt{5^{2}-4 \cdot 1 \cdot 6}}{2 \cdot 1},"x_1 = -2\,x_2 = -3",x_2 = \frac{-5-\sqrt{5^{2}-4 \cdot 1 \cdot 6}}{2 \cdot 1},"x_1 = -2\,x_2 = -3",\textrm{wahr}
1316,2,-1,7,0,x_1 = \frac{-5 + \sqrt{5^{2}-4 \cdot 1 \cdot 6}}{2 \cdot 1},x_2 = \frac{-5-\sqrt{5^{2}-4 \cdot 1 \cdot 6}}{2 \cdot 1},x_1 = \frac{-5 + \sqrt{5^{2}-4 \cdot 1 \cdot 6}}{2 \cdot 1},x_2 = \frac{-5-\sqrt{5^{2}-4 \cdot 1 \cdot 6}}{2 \cdot 1},\textrm{wahr}
1317,2,0,7,0,"x^{2} + \frac{18\,x}{8} + \frac{1}{2} = 0",\left( x = -\left( \frac{18}{4}\right)^{2} + \sqrt{\left( -\frac{18}{4}\right)^{2}-\frac{1}{2}}\right) \vee \left( x = -\left( \frac{18}{4}\right)^{2}-\sqrt{\left( -\frac{18}{4}\right)^{2}-\frac{1}{2}}\right),"p^{2} + \frac{18\,p}{8} + \frac{1}{2} = 0",\left( p = -\left( \frac{18}{4}\right)^{2} + \sqrt{\left( -\frac{18}{4}\right)^{2}-\frac{1}{2}}\right) \vee \left( p = -\left( \frac{18}{4}\right)^{2}-\sqrt{\left( -\frac{18}{4}\right)^{2}-\frac{1}{2}}\right),\textrm{wahr}
1318,2,-1,0,3,"\left|7\,x-1\right|  > 6","-(7\,x-1) > 6","\left|7\,x-1\right|  > 6","-(7\,x-1) > 6",y < \frac{1}{7}
1319,2,0,7,0,"x^{2} + \frac{9\,x}{4} + \frac{1}{2} = 0",\left( x = -\left( \frac{18}{4}\right)^{2} + \sqrt{\left( -\frac{18}{4}\right)^{2}-\frac{1}{2}}\right) \vee \left( x = -\left( \frac{18}{4}\right)^{2}-\sqrt{\left( -\frac{18}{4}\right)^{2}-\frac{1}{2}}\right),"p^{2} + \frac{9\,p}{4} + \frac{1}{2} = 0",\left( p = -\left( \frac{18}{4}\right)^{2} + \sqrt{\left( -\frac{18}{4}\right)^{2}-\frac{1}{2}}\right) \vee \left( p = -\left( \frac{18}{4}\right)^{2}-\sqrt{\left( -\frac{18}{4}\right)^{2}-\frac{1}{2}}\right),\textrm{wahr}
1320,2,0,4,0,"x^{2} + 3\,x = -2","\big(x + 1,5\big)^{2} = 0","s^{2} + 3\,s = -2","\big(s + 1,5\big)^{2} = 0",\textrm{wahr}
1321,2,0,7,0,"x^{2} + \frac{9\,x}{4} + \frac{1}{2} = 0",\left( x = -\frac{18}{4} + \sqrt{\left( -\frac{18}{4}\right)^{2}-\frac{1}{2}}\right) \vee \left( x = -\frac{18}{4}-\sqrt{\left( -\frac{18}{4}\right)^{2}-\frac{1}{2}}\right),"p^{2} + \frac{9\,p}{4} + \frac{1}{2} = 0",\left( p = -\frac{18}{4} + \sqrt{\left( -\frac{18}{4}\right)^{2}-\frac{1}{2}}\right) \vee \left( p = -\frac{18}{4}-\sqrt{\left( -\frac{18}{4}\right)^{2}-\frac{1}{2}}\right),\textrm{wahr}
1322,2,0,4,6,"x^{2} + 4\,x-4 = 0","x^{2} + \left(-\frac{3 \cdot 4}{2}\,x\right)-4 = 0","k^{2} + 4\,k-4 = 0","k^{2} + \left(-\frac{3 \cdot 4}{2}\,k\right)-4 = 0",\textrm{wahr}
1323,2,0,4,6,"-3\,x^{2} + 12\,x-12 = 0","x^{2} + 4\,x-4 = 0","-3\,k^{2} + 12\,k-12 = 0","k^{2} + 4\,k-4 = 0",\textrm{wahr}
1324,2,0,7,0,"x^{2} + \frac{9\,x}{4} + \frac{1}{2} = 0",\left( x = -\frac{18}{4} + \sqrt{\left( \frac{18}{4}\right)^{2}-\frac{1}{2}}\right) \vee \left( x = -\frac{18}{4}-\sqrt{\left( \frac{18}{4}\right)^{2}-\frac{1}{2}}\right),"p^{2} + \frac{9\,p}{4} + \frac{1}{2} = 0",\left( p = -\frac{18}{4} + \sqrt{\left( \frac{18}{4}\right)^{2}-\frac{1}{2}}\right) \vee \left( p = -\frac{18}{4}-\sqrt{\left( \frac{18}{4}\right)^{2}-\frac{1}{2}}\right),\textrm{wahr}
1325,2,0,7,0,"x^{2} + \frac{9\,x}{4} + \frac{1}{2} = 0",\left( x = -\frac{9}{2} + \sqrt{\left( \frac{9}{2}\right)^{2}-\frac{1}{2}}\right) \vee \left( x = -\frac{9}{2}-\sqrt{\left( \frac{9}{2}\right)^{2}-\frac{1}{2}}\right),"p^{2} + \frac{9\,p}{4} + \frac{1}{2} = 0",\left( p = -\frac{9}{2} + \sqrt{\left( \frac{9}{2}\right)^{2}-\frac{1}{2}}\right) \vee \left( p = -\frac{9}{2}-\sqrt{\left( \frac{9}{2}\right)^{2}-\frac{1}{2}}\right),\textrm{wahr}
1326,2,0,2,2,"(x-3)\,(3\,x + 1) = 0","\left( x-3 = 0\right) \vee \left( 3\,x-1 = 0\right)","(s-3)\,(3\,s + 1) = 0","\left( s-3 = 0\right) \vee \left( 3\,s-1 = 0\right)",\textrm{wahr}
1327,2,0,5,2,"y-5 = -2 + y\,y","y-5\,y\,y = 3","x-5 = -2 + a\,x","x-5\,a\,x = 3",\textrm{wahr}
1328,2,-1,4,0,"\sqrt{2\,x^{2} + x + 1} = 3\,x + 1","\sqrt{2\,(-\frac{5}{7}) + \left(-\frac{5}{7}\right) + 1} = 3\,(-\frac{5}{7}) + 1","\sqrt{2\,x^{2} + x + 1} = 3\,x + 1","\sqrt{2\,(-\frac{5}{7}) + \left(-\frac{5}{7}\right) + 1} = 3\,(-\frac{5}{7}) + 1",x = -\frac{5}{7}
1329,2,-1,7,0,"\sqrt{2\,(-\frac{5}{7}) + \left(-\frac{5}{7}\right) + 1} = 3\,(-\frac{5}{7}) + 1",\sqrt{2 \cdot \frac{25}{49}-\frac{35}{49} + 1} = -\frac{15}{7} + 1,"\sqrt{2\,(-\frac{5}{7}) + \left(-\frac{5}{7}\right) + 1} = 3\,(-\frac{5}{7}) + 1",\sqrt{2 \cdot \frac{25}{49}-\frac{35}{49} + 1} = -\frac{15}{7} + 1,x = -\frac{5}{7}
1330,2,12,4,0,"\sqrt{4\,x-2} + 2 = \sqrt{4\,x + 6}","4\,x-2 + 2\,\sqrt{4\,x-2} + 2 + 4 = 4\,x + 6","\sqrt{4\,x-2} + 2 = \sqrt{4\,x + 6}","4\,x-2 + 2\,\sqrt{4\,x-2} + 2 + 4 = 4\,x + 6",\textrm{wahr}
1331,2,-1,1,3,"\left|-3\,x + 1\right|  = 14","\left( 3\,x + 1 = -14\right) \vee \left( 3\,x + 1 = 14\right)","\left|-3\,u + 1\right|  = 14","\left( 3\,u + 1 = -14\right) \vee \left( 3\,u + 1 = 14\right)",\textrm{wahr}
1332,2,-1,7,2,"\left( 3\,x = -15\right) \vee \left( 3\,x = 13\right)",\left( x = -\frac{3}{15}\right) \vee \left( x = \frac{3}{13}\right),"\left( 3\,u = -15\right) \vee \left( 3\,u = 13\right)",\left( u = -\frac{3}{15}\right) \vee \left( u = \frac{3}{13}\right),\textrm{wahr}
1333,2,0,7,2,"\left( -3\,x = -15\right) \vee \left( -3\,x = 13\right)",\left( x = \frac{3}{15}\right) \vee \left( x = -\frac{3}{13}\right),"\left( -3\,u = -15\right) \vee \left( -3\,u = 13\right)",\left( u = \frac{3}{15}\right) \vee \left( u = -\frac{3}{13}\right),\textrm{wahr}
1334,2,0,5,2,"(1-5\,y)\,y = -9",0 = -9,"(1-5\,a)\,x = -9",0 = -9,\textrm{wahr}
1335,2,0,5,2,"(1-5\,y)\,y = -9","y = -\frac{9}{1-5\,y}","(1-5\,a)\,x = -9","x = -\frac{9}{1-5\,a}",\textrm{wahr}
1336,2,19,0,3,"-x + 1\ge x + 2\,y","-3\,x\ge 2\,y-1","-t + 1\ge t + 2\,w","-3\,t\ge 2\,w-1",\textrm{wahr}
1337,2,-1,0,3,"-2\,x\ge 2\,y-1","x\le -\frac{2\,y-1}{3}","-2\,t\ge 2\,w-1","t\le -\frac{2\,w-1}{3}",\textrm{wahr}
1338,2,32,0,3,"2\,y + 2\ge -4 + x","2\,y\le -6 + x","2\,v + 2\ge -4 + h","2\,v\le -6 + h",\textrm{wahr}
1339,2,32,0,3,"2\,y + 2\ge -4\,y + x","6\,y\le x-2","2\,v + 2\ge -4\,v + h","6\,v\le h-2",\textrm{wahr}
1340,2,28,0,3,"-7\,x\le -9",x\le \frac{9}{7},"-7\,u\le -9",u\le \frac{9}{7},\textrm{wahr}
1341,2,32,0,3,"2\,y\le -4 + x-2","6\,y\le x-2","2\,v\le -4 + h-2","6\,v\le h-2",\textrm{wahr}
1342,2,32,0,3,"2\,y + 2\ge -4\,y + x","2\,y\le -4\,y + x-2","2\,v + 2\ge -4\,v + h","2\,v\le -4\,v + h-2",\textrm{wahr}
1343,2,32,0,3,"2\,y\ge -4\,y + x-2","6\,y\le x-2","2\,v\ge -4\,v + h-2","6\,v\le h-2",\textrm{wahr}
1344,2,3,6,5,"\left( 2\,m\,m + y = +\sqrt{y^{2}-4\,m\,z}\right) \vee \left( 2\,m\,m + y = -\sqrt{y^{2}-4\,m\,z}\right)","\left( 2\,m\,m = +\sqrt{y^{2}-4\,m\,z-y}\right) \vee \left( 2\,m\,m = -\sqrt{y^{2}-4\,m\,z-y}\right)","\left( 2\,a\,x + b = +\sqrt{b^{2}-4\,a\,c}\right) \vee \left( 2\,a\,x + b = -\sqrt{b^{2}-4\,a\,c}\right)","\left( 2\,a\,x = +\sqrt{b^{2}-4\,a\,c-b}\right) \vee \left( 2\,a\,x = -\sqrt{b^{2}-4\,a\,c-b}\right)","\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)"
1345,2,0,5,2,"\left( -4\,x = 4\right) \vee \left( 2\,x = 5\right)",\left( x = -1\right) \vee \left( x = \frac{2}{5}\right),"\left( -4\,h = 4\right) \vee \left( 2\,h = 5\right)",\left( h = -1\right) \vee \left( h = \frac{2}{5}\right),\textrm{wahr}
1346,2,-1,1,1,"2\,y = -x + 4",y = \overline{\overline{2}}^{x + 2},"2\,z = -p + 4",z = \overline{\overline{2}}^{p + 2},\textrm{wahr}
1347,2,-1,1,1,"2\,y = -x + 4",y = \overline{\overline{\mathbb{X}}}^{p_=_set((conj(conj(2)))^(x+2))},"2\,z = -p + 4",z = \overline{\overline{\mathbb{L}}}^{p_=_set((conj(conj(2)))^(p+2))},\textrm{wahr}
1348,2,-1,1,1,"2\,y = -x + 4",y = \overline{\overline{\mathbb{X}}}^{p_=(_set((conj(conj(2)))^x))^2},"2\,z = -p + 4",z = \overline{\overline{\mathbb{L}}}^{p_=(_set((conj(conj(2)))^p))^2},\textrm{wahr}
1349,2,-1,1,1,"2\,y = -x + 4",y = \overline{\overline{\mathbb{X}}}^{p_=_set(-1/2 * x+2)},"2\,z = -p + 4",z = \overline{\overline{\mathbb{L}}}^{p_=_set(-1/2 * p+2)},\textrm{wahr}
1350,2,-1,1,1,"2\,y = -x + 4","y = \overline{\overline{2}}_{y = \left\{-\frac{1}{2}\,x + 2\right\}}","2\,z = -p + 4","z = \overline{\overline{2}}_{z = \left\{-\frac{1}{2}\,p + 2\right\}}",\textrm{wahr}
1351,2,0,1,1,"2\,y = -x + 4","y = -\left( \frac{1}{2}\right)_{y = \left\{-\frac{1}{2}\,x + 2\right\}}","2\,z = -p + 4","z = -\left( \frac{1}{2}\right)_{z = \left\{-\frac{1}{2}\,p + 2\right\}}",\textrm{wahr}
1352,2,0,1,1,-x = -\frac{3}{2} + 1,"y = -\frac{3}{2}\,y-1",-x = -\frac{3}{2} + 1,"x = -\frac{3}{2}\,d-1",\textrm{wahr}
1353,2,0,1,1,"-2\,y = 3\,y + 2",-x = -\frac{3}{2} + 1,"-2\,x = 3\,d + 2",-x = -\frac{3}{2} + 1,\textrm{wahr}
1354,2,-1,1,3,"6\,x = 1",x = 1 \setminus 6,"6\,r = 1",r = 1 \setminus 6,\textrm{wahr}
1355,2,0,1,1,"+2\,x-1 = 6\,y","-\frac{1}{2} = 3\,x","+2\,m-1 = 6\,y","-\frac{1}{2} = 3\,y",\textrm{wahr}
1356,2,0,1,1,"2\,x-1 = 6\,y","x-1 = 3\,y","2\,m-1 = 6\,y","m-1 = 3\,y",\textrm{wahr}
1357,2,0,1,1,"2\,x-1 = 6\,y","-2\,x = -6\,y","2\,m-1 = 6\,y","-2\,m = -6\,y",\textrm{wahr}
1358,2,0,5,2,"3\,x + 5 = -4-3","7\,x = -8","3\,v + 5 = -4-3","7\,v = -8",\textrm{wahr}
1359,2,0,1,1,"-1 = 6\,y-2\,x",\frac{1}{6} = x,"-1 = 6\,y-2\,m",\frac{1}{6} = y,\textrm{wahr}
1360,2,0,1,1,"-1 = 6\,y-2\,x",-\frac{1}{6} = x,"-1 = 6\,y-2\,m",-\frac{1}{6} = y,\textrm{wahr}
1361,2,0,1,1,"-1 = 6\,y-2\,x","-\frac{1}{6} = y\,x","-1 = 6\,y-2\,m","-\frac{1}{6} = y\,m",\textrm{wahr}
1362,2,0,1,1,"-1 = 6\,y-2\,x",-\frac{1}{6} = -x,"-1 = 6\,y-2\,m",-\frac{1}{6} = -y,\textrm{wahr}
1363,2,0,1,1,"-1 = 6\,y-2\,x","-\frac{1}{2} = 3\,x","-1 = 6\,y-2\,m","-\frac{1}{2} = 3\,y",\textrm{wahr}
1364,2,0,1,1,"-\frac{1}{2} = 3\,y-x","-\frac{1}{6} = y\,x","-\frac{1}{2} = 3\,y-m","-\frac{1}{6} = y\,m",\textrm{wahr}
1365,2,0,1,1,"-\frac{1}{2} = 3\,y-x",-\frac{1}{6} = y-x,"-\frac{1}{2} = 3\,y-m",-\frac{1}{6} = y-m,\textrm{wahr}
1366,2,0,1,1,"-\frac{1}{2} = 3\,y-x",-\frac{1}{6} = x,"-\frac{1}{2} = 3\,y-m",-\frac{1}{6} = y,\textrm{wahr}
1367,2,0,1,1,"-\frac{1}{2} = 3\,y-x","-\frac{1}{2} = 3\,x","-\frac{1}{2} = 3\,y-m","-\frac{1}{2} = 3\,y",\textrm{wahr}
